TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,
Undergraduates 2322,,3.385,38.7 28.6 16.9 7.8 4.7 1.2,0.9,,,0.1,0.0,0.0,.,0.3,0.7,0.0 0.0 0.0
Special 82,,3.083,15.9 4.9 7.3 6.1 2.4 1.2,2.4,,,40.2,.,.,.,.,,.  6.1 13.4 .
Graduate 219,,3.743,27.9 21.5 1.8 0.5 .  .,.,,,31.1,.,.,.,11.4,3.7,.  .  2.3
Dept. Total 2623,,3.395,37.1 27.2 15.4 7.1 4.2 1.1,0.8,,,3.9,0.0,0.0,.,1.2,0.9,0.2 0.5 0.2
"January 27, 2020",,,,,,,,,,,,,Page 304 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,(Non-Cross Listed),,,,,,,,,,,,
L&S,,,,,,,,,,,,,,
PORTUGUESE (SPANISH & PORTSection #,Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
782 PORTUG Grades,GPA,,,,,,,,,,,,,
101 001 9,3.375,55.6 .11.1 .22.2 .,.,,,.,,.,.,.,.,,.,11.1 ..
101 002 7,3.429,57.1 .28.6 .14.3 .,.,,,.,,.,.,.,.,,.,...
1st Semester Portuguese Course Total 16,3.400,56.3 .  18.8 .  18.8 .,,.,,.,,.,.,.,,.,,.  6.3 .  .
3rd Semester Portuguese 201 001 13,3.423,46.2 15.4 15.4 23.1 ..,.,,,.,,.,.,.,.,,.,...
3rd Yr Conversatn & Compositn 225 001 6,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Intensive Portuguese 301 001 9,3.889,77.8 22.2 ....,.,,,.,,.,.,.,.,,.,...
4th Yr Compositn & Conversatn 311 001 4,***,,,,,,,,.,.,.,,.,...
Portuguese Civilization 361 001 6,4.000,83.3 .....,.,,,16.7,,.,.,.,.,,.,...
Seminar: Brazilian Literature 751 001 5,***,,,,,,,,.,.,.,,.,...
Independent Reading 899 002 1,***,,,,,,,,.,.,.,,.,...
990 001 2,***,,,,,,,,.,.,.,,.,...
990 002 1,***,,,,,,,,.,.,.,,.,...
990 003 1,***,,,,,,,,.,.,.,,.,...
Thesis Course Total 4,***,,,,,,,,,,,,,
782 PORTUG Dept. Total 64,3.656,64.1 7.8 7.8 4.7 4.7 .,,.,,9.4,,.,.,.,,.,,.  1.6 .  .
Summary by Level #,Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
782 PORTUG Grades,GPA,,,,,,,,,,,,,
Freshmen 5,***,,,,,,,,.,.,,.,,.  .  .  .
Sophomore 10,3.543,60.0 .  20.0 .  10.0 .,,.,,.,,.,.,.,,.,,.  10.0 .  .
Junior 17,3.429,64.7 .  11.8 11.8 11.8 .,,.,,.,,.,.,.,,.,,.  .  .  .
Senior 19,3.743,68.4 21.1 5.3 5.3 .  .,,.,,.,,.,.,.,,.,,.  .  .  .
Undergraduates 51,3.616,66.7 9.8 9.8 5.9 5.9 .,,.,,.,,.,.,.,,.,,.  2.0 .  .
Special 3,***,,,,,,,,.,.,,.,,.  .  .  .
Graduate 10,4.000,60.0 .  .  .  .  .,,.,,40.0,,.,.,.,,.,,.  .  .  .
Dept. Total 64,3.656,64.1 7.8 7.8 4.7 4.7 .,,.,,9.4,,.,.,.,,.,,.  1.6 .  .
"January 27, 2020",,,,,,,,,,,,,,Page 305 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
L&S,,,,,,,,,,,,,
PSYCHOLOGY Section,"#",Ave,A AB B BC C D,F,,S,U,CR,N,P,,I,NW NR Other
820 PSYCH Grades,,GPA,,,,,,,,,,,
202 001,312,3.074,30.4 15.4 22.8 16.0 9.0 5.4,1.0,,.,.,.,.,.,,.,...
202 002,351,3.084,25.9 19.7 24.2 15.1 8.8 4.3,0.9,,0.9,.,.,.,.,,.,0.3 ..
202 003,238,3.784,77.3 12.6 5.5 1.3 2.1 1.3,.,,.,.,.,.,.,,.,...
202 004,346,3.365,44.2 20.8 15.9 8.7 6.9 2.6,0.6,,.,.,.,.,.,,.,.0.3 .
202 005,340,3.117,24.4 27.4 22.4 12.4 6.2 5.3,1.2,,.,.,.,.,.,,0.9,...
202 006,24,3.917,83.3 16.7 ....,.,,.,.,.,.,.,,.,...
202 009,325,2.991,21.8 24.3 22.5 13.2 8.3 7.7,1.5,,.,.,.,.,.,,0.3,.0.3 .
202 010,14,3.036,21.4 14.3 35.7 21.4 .7.1,.,,.,.,.,.,.,,.,...
Introduction to Psychology Course Total,1950,3.221,35.9 20.4 19.4 11.5 7.0 4.5,0.9,,0.2,.,.,.,,.,0.2,0.1 0.1 .
210 001,55,2.909,32.7 9.1 21.8 12.7 10.9 9.1,3.6,,.,.,.,.,.,,.,...
210 002,63,3.000,34.9 7.9 27.0 4.8 12.7 9.5,1.6,,.,.,.,.,.,,1.6,...
210 003,55,2.727,16.4 9.1 29.1 5.5 36.4 1.8,1.8,,.,.,.,.,.,,.,...
210 004,59,2.805,18.6 10.2 39.0 8.5 13.6 5.1,5.1,,.,.,.,.,.,,.,...
210 006,68,3.154,26.5 22.1 27.9 8.8 11.8 2.9,.,,.,.,.,.,.,,.,...
Basic Stats for Psychology Course Total,300,2.930,26.0 12.0 29.0 8.0 16.7 5.7,2.3,,.,.,.,.,,.,0.3,.  .  .
225 001,94,3.038,12.8 29.8 29.8 11.7 11.7 3.2,.,,.,.,.,.,.,,.,.1.1 .
225 002,100,3.155,25.0 22.0 21.0 23.0 9.0 .,.,,.,.,.,.,.,,.,...
Research Methods Course Total,194,3.098,19.1 25.8 25.3 17.5 10.3 1.5,.,,.,.,.,.,,.,,.  .  0.5 .
311 001,7,3.929,85.7 14.3 ....,.,,.,.,.,.,.,,.,...
311 002,15,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
Issues in Psychology Course Total,22,3.990,95.5 4.5 .  .  .  .,.,,.,.,.,.,,.,,.  .  .  .
Introduction-Human Factors 349 001,13,3.885,84.6 7.7 7.7 ...,.,,.,.,.,.,.,,.,...
Junior Honors Seminar 380 001,10,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
Service Learning in Psychology 399 033,2,***,,,,,,.,.,.,,.,...
Psychology Law & Social Policy 401 001,105,3.581,55.2 14.3 23.8 4.8 1.9 .,.,,.,.,.,.,.,,.,...
Psychology of Personality 403 001,100,3.025,23.0 21.0 26.0 14.0 7.0 7.0,1.0,,.,.,.,.,.,,.,.1.0 .
405 001,265,3.080,12.1 41.5 20.0 12.1 8.7 4.5,0.4,,0.8,.,.,.,.,,.,...
405 002,18,3.389,33.3 44.4 11.1 .5.6 5.6,.,,.,.,.,.,.,,.,...
Abnormal Psychology Course Total,283,3.106,13.4 41.7 19.4 11.3 8.5 4.6,0.4,,0.7,.,.,.,,.,,.  .  .  .
414 001,173,3.038,26.0 12.1 37.6 10.4 6.9 4.6,2.3,,.,.,.,.,.,,.,...
414 002,14,3.357,35.7 14.3 35.7 14.3 ..,.,,.,.,.,.,.,,.,...
Cognitive Psychology Course Total,187,3.069,26.7 12.3 37.4 10.7 6.4 4.3,2.1,,.,.,.,.,,.,,.  .  .  .
449 001,89,3.079,13.5 32.6 28.1 14.6 9.0 1.1,1.1,,.,.,.,.,.,,.,...
449 002,9,3.833,66.7 33.3 ....,.,,.,.,.,.,.,,.,...
Animal Behavior Course Total,98,3.168,18.4 32.7 25.5 13.3 8.2 1.0,1.0,,.,.,.,.,,.,,.  .  .  .
456 001,87,3.523,58.6 21.8 9.2 1.1 2.3 2.3,3.4,,.,.,.,.,.,,1.1,...
456 002,163,2.874,14.7 16.0 30.7 13.5 17.8 4.3,0.6,,0.6,.,.,.,.,,0.6,.1.2 .
456 003,8,3.313,37.5 25.0 12.5 12.5 12.5 .,.,,.,.,.,.,.,,.,...
Intro-Social Psychology Course Total,258,3.152,30.2 18.2 22.9 9.3 12.4 3.5,1.6,,0.4,.,.,.,,.,0.8,.  0.8 .
Child Development 460 001,190,3.103,25.8 20.5 27.9 9.5 12.1 3.7,0.5,,.,.,.,.,.,,.,...
Depth Topic in Bio Science 505 001,98,3.066,24.5 20.4 33.7 7.1 8.2 2.0,4.1,,.,.,.,.,.,,.,...
Human Emotions:Biology-Culture 508 001,120,3.000,18.3 17.5 29.2 17.5 15.0 1.7,.,,.,.,.,.,.,,.,.0.8 .
"Hum Thought:Concpts,Lang,Cult 521 001",102,3.353,42.2 23.5 15.7 7.8 7.8 2.0,1.0,,.,.,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,Page 306 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
L&S,,,,,,,,,,,,,
PSYCHOLOGY Section,"#",Ave,A AB B BC C D,F,,S,U,CR,N,P,,I,NW NR Other
820 PSYCH Grades,,GPA,,,,,,,,,,,
Psychology of Women and Gender 522 001,31,3.067,9.7 32.3 32.3 12.9 6.5 3.2,.,,3.2,.,.,.,.,,.,...
Neurobiology 523 001,101,3.010,29.7 13.9 21.8 11.9 12.9 6.9,1.0,,.,.,.,.,.,,2.0,...
Criminal Mind:Forensics/Scienc 526 001,196,3.822,77.0 13.8 3.6 4.1 0.5 .,.,,0.5,.,.,.,.,,0.5,...
Human Factors Engineering 549 001,1,***,,,,,,.,.,.,,.,...
601 001,24,3.667,54.2 25.0 20.8 ...,.,,.,.,.,.,.,,.,...
601 002,25,3.560,40.0 32.0 28.0 ...,.,,.,.,.,.,.,,.,...
601 003,23,3.250,30.4 17.4 30.4 13.0 .4.3,.,,.,.,.,.,.,,.,4.3 ..
601 004,25,3.560,52.0 16.0 28.0 .4.0 .,.,,.,.,.,.,.,,.,...
601 005,26,3.885,80.8 15.4 3.8 ...,.,,.,.,.,.,.,,.,...
601 006,25,3.760,64.0 24.0 12.0 ...,.,,.,.,.,.,.,,.,...
601 007,24,3.978,91.7 4.2 ....,.,,.,.,.,.,.,,4.2,...
601 009,25,3.720,64.0 20.0 12.0 4.0 ..,.,,.,.,.,.,.,,.,...
Current Topics - Psychology Course Total,197,3.677,59.9 19.3 16.8 2.0 0.5 0.5,.,,.,.,.,.,,.,0.5,0.5 .  .
Intermed Stats for Psychology 602 001,13,4.000,92.3 .....,.,,.,.,.,.,.,,.,.7.7 .
Stat Anal-Psych Experiments 610 001,24,3.563,45.8 33.3 12.5 4.2 4.2 .,.,,.,.,.,.,.,,.,...
621 001,9,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 004,5,***,,,,,,.,.,.,,.,...
621 006,9,3.896,77.8 22.2 ....,.,,.,.,.,.,.,,.,...
621 007,8,3.947,87.5 12.5 ....,.,,.,.,.,.,.,,.,...
621 008,8,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 009,17,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 010,15,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 014,8,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 015,10,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 016,7,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 017,36,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 019,2,***,,,,,,.,.,.,,.,...
621 020,4,***,,,,,,.,.,.,,.,...
621 022,4,***,,,,,,.,.,.,,.,...
621 023,28,3.966,96.4 .3.6 ...,.,,.,.,.,.,.,,.,...
621 037,4,***,,,,,,.,.,.,,.,...
621 038,10,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 039,10,3.927,90.0 10.0 ....,.,,.,.,.,.,.,,.,...
621 040,31,3.934,80.6 ..3.2 ..,.,,.,.,.,.,.,,.,.16.1 .
621 044,21,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 049,4,***,,,,,,.,.,.,,.,...
621 050,11,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 051,1,***,,,,,,.,.,.,,.,...
621 053,1,***,,,,,,.,.,.,,.,...
621 057,2,***,,,,,,.,.,.,,.,...
621 065,14,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 073,1,***,,,,,,.,.,.,,.,...
621 075,6,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
621 082,4,***,,,,,,.,.,.,,.,...
621 084,1,***,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,Page 307 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
L&S,,,,,,,,,,,,,,,
PSYCHOLOGY Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
820 PSYCH Grades,,GPA,,,,,,,,,,,,,
621 099,14,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Mentored Research and Seminar Course Total,305,3.965,94.8 2.6 0.3 0.3 .  0.3,,.,,,.,.,.,.,.,,,.  .  1.6 .
Organization and Job Design 653 001,3,***,,,,,,,,.,.,.,,.,...
Behav Neuroendo Seminar 674 001,1,***,,,,,,,,.,.,.,,.,...
681 012,1,***,,,,,,,,.,.,.,,.,...
681 014,1,***,,,,,,,,.,.,.,,.,...
681 017,2,***,,,,,,,,.,.,.,,.,...
681 022,1,***,,,,,,,,.,.,.,,.,...
681 023,1,***,,,,,,,,.,.,.,,.,...
681 024,1,***,,,,,,,,.,.,.,,.,...
681 039,2,***,,,,,,,,.,.,.,,.,...
Senior Honors Thesis Course Total,9,,.  .  .  .  .  .,,.,,,.,.,.,.,100.0,,,.  .  .  .
Honors Seminar in Psych 686 001,14,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
691 004,1,***,,,,,,,,.,.,.,,.,...
691 006,1,***,,,,,,,,.,.,.,,.,...
691 008,2,***,,,,,,,,.,.,.,,.,...
691 009,1,***,,,,,,,,.,.,.,,.,...
691 010,1,***,,,,,,,,.,.,.,,.,...
691 012,2,***,,,,,,,,.,.,.,,.,...
691 017,1,***,,,,,,,,.,.,.,,.,...
691 032,1,***,,,,,,,,.,.,.,,.,...
691 038,1,***,,,,,,,,.,.,.,,.,...
691 065,1,***,,,,,,,,.,.,.,,.,...
Undergraduate Thesis Course Total,12,,.  .  .  .  .  .,,.,,,.,.,.,.,91.7,,,.  .  8.3 .
692 012,1,***,,,,,,,,.,.,.,,.,...
692 021,1,***,,,,,,,,.,.,.,,.,...
692 076,1,***,,,,,,,,.,.,.,,.,...
Undergraduate Thesis Course Total,3,***,,,,,,,,,,,,,
699 010,1,***,,,,,,,,.,.,.,,.,...
699 012,2,***,,,,,,,,.,.,.,,.,...
699 019,1,***,,,,,,,,.,.,.,,.,...
699 021,1,***,,,,,,,,.,.,.,,.,...
699 029,2,***,,,,,,,,.,.,.,,.,...
699 051,1,***,,,,,,,,.,.,.,,.,...
699 053,9,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
699 057,1,***,,,,,,,,.,.,.,,.,...
699 066,4,***,,,,,,,,.,.,.,,.,...
699 080,2,***,,,,,,,,.,.,.,,.,...
Directed Study Course Total,24,4.000,100.0 .  .  .  .  .,,.,,,.,.,.,.,.,,,.  .  .  .
Prosmr-Experimental Psych 701 001,13,,......,.,,,.,,.,.,.,.,,.,.100.0 .
Prosmr in Social Psychology 703 001,10,,......,.,,,.,,.,.,.,.,,.,.100.0 .
Proseminar-Clinical Psych 704 001,16,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Prosmr-Developmental Psych 706 001,9,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Proseminar-Biological Psych 707 001,10,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,,Page 308 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,
L&S,,,,,,,,,,,,,,
PSYCHOLOGY Section,"#",Ave,A AB B BC C D,F,,,S,U,CR,N,P,,I,NW NR Other
820 PSYCH Grades,,GPA,,,,,,,,,,,,
711 001,14,4.000,100.0 .....,.,,,.,.,.,.,.,,.,...
711 002,10,4.000,100.0 .....,.,,,.,.,.,.,.,,.,...
711 003,8,4.000,87.5 .....,.,,,12.5,.,.,.,.,,.,...
711 004,10,4.000,90.0 .....,.,,,10.0,.,.,.,.,,.,...
Current Topics in Psych Course Total,42,4.000,95.2 .  .  .  .  .,,.,,4.8,.,.,.,.,,,.  .  .  .
741 001,7,4.000,100.0 .....,.,,,.,.,.,.,.,,.,...
741 002,7,4.000,100.0 .....,.,,,.,.,.,.,.,,.,...
"Clin II:Assmnt, Etiol&Trtmt Course Total",14,4.000,100.0 .  .  .  .  .,,.,,.,.,.,.,.,,,.  .  .  .
Cog & Neuropsych Assessment 800 001,3,***,,,,,,,.,.,.,,.,...
Assessment Psychopathology 802 002,2,***,,,,,,,.,.,.,,.,...
Field Work-Clinical Psych 805 001,6,4.000,100.0 .....,.,,,.,.,.,.,.,,.,...
Princ-Psychotherapy Rsch 806 001,10,4.000,90.0 .....,.,,,.,.,.,.,.,,10.0,...
Intro Psychotherapy 807 001,3,***,,,,,,,.,.,.,,.,...
Computational Cognitive Sci 841 002,5,***,,,,,,,.,.,.,,.,...
Seminar-Social Psychology 930 001,7,3.921,85.7 14.3 ....,.,,,.,.,.,.,.,,.,...
990 001,1,***,,,,,,,.,.,.,,.,...
990 007,2,***,,,,,,,.,.,.,,.,...
990 009,1,***,,,,,,,.,.,.,,.,...
990 010,2,***,,,,,,,.,.,.,,.,...
990 012,1,***,,,,,,,.,.,.,,.,...
990 014,3,***,,,,,,,.,.,.,,.,...
990 015,1,***,,,,,,,.,.,.,,.,...
990 016,2,***,,,,,,,.,.,.,,.,...
990 017,2,***,,,,,,,.,.,.,,.,...
990 019,3,***,,,,,,,.,.,.,,.,...
990 021,1,***,,,,,,,.,.,.,,.,...
990 023,3,***,,,,,,,.,.,.,,.,...
990 024,2,***,,,,,,,.,.,.,,.,...
990 027,1,***,,,,,,,.,.,.,,.,...
990 032,1,***,,,,,,,.,.,.,,.,...
990 037,2,***,,,,,,,.,.,.,,.,...
990 038,1,***,,,,,,,.,.,.,,.,...
990 039,2,***,,,,,,,.,.,.,,.,...
990 040,2,***,,,,,,,.,.,.,,.,...
990 044,4,***,,,,,,,.,.,.,,.,...
990 045,2,***,,,,,,,.,.,.,,.,...
990 053,2,***,,,,,,,.,.,.,,.,...
990 057,3,***,,,,,,,.,.,.,,.,...
990 065,4,***,,,,,,,.,.,.,,.,...
990 066,1,***,,,,,,,.,.,.,,.,...
990 083,1,***,,,,,,,.,.,.,,.,...
Research Course Total,50,,.  .  .  .  .  .,,.,,80.0,.,.,.,20.0,,,.  .  .  .
"January 27, 2020",,,,,,,,,,,,,,Page 309 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,
L&S,,,,,,,,,,,,,,
PSYCHOLOGY Section,"#",Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I,NW NR Other
820 PSYCH,Grades,GPA,,,,,,,,,,,,
820 PSYCH Dept. Total,5166,3.277,39.5 18.5 19.1 9.2 7.1 3.3,0.8,,1.0,,.,.,,.,0.6,0.2,0.0 0.7 .
Summary by Level,"#",Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I,NW NR Other
820 PSYCH,Grades,GPA,,,,,,,,,,,,
Freshmen,1273,3.158,31.7 20.8 20.3 13.7 8.2 4.3,0.9,,.,,.,.,,.,.,0.2,.  .  .
Sophomore,1031,3.211,35.0 18.8 23.1 9.4 8.1 4.4,0.7,,.,,.,.,,.,.,0.4,.  0.2 .
Junior,1089,3.201,35.2 19.9 21.8 9.6 8.2 3.7,1.4,,.,,.,.,,.,.,0.2,.  0.2 .
Senior,1476,3.432,49.6 17.4 16.7 6.4 5.7 1.8,0.5,,0.1,,.,.,,.,1.4,0.2,.  0.3 .
Undergraduates,4869,3.265,38.6 19.2 20.1 9.7 7.4 3.4,0.9,,0.0,,.,.,,.,0.4,0.2,.  0.2 .
Special,53,3.126,24.5 15.1 11.3 5.7 9.4 5.7,.,,13.2,,.,.,,.,.,,.  3.8 11.3 .
Graduate,241,3.881,59.3 5.4 1.2 0.4 0.4 .,.,,17.4,,.,2.1,,.,4.1,,.  .  9.5 .
Prof Yr 3,2,***,,,,,,,.,,.,.,,.  .  .  .
Prof Yr 4,6,4.000,83.3 .  .  .  .  .,.,,.,,.,.,,.,.,16.7,.  .  .
Professionals,8,4.000,87.5 .  .  .  .  .,.,,.,,.,.,,.,.,12.5,.  .  .
Dept. Total,5171,3.277,39.5 18.4 19.1 9.2 7.1 3.3,0.8,,1.0,,.,0.1,,.,0.6,0.2,0.0 0.7 .
"January 27, 2020",,,,,,,,,,,,,,Page 310 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,
"",,(Non-Cross Listed),,,,,,,,,,
L&S,,,,,,,,,,,,
LAFOLLETTE SCHOOL PUB AFFASection #,Ave,A AB B BC C D F,,,S,U,CR,N,P,,I,NW NR Other
826 PUB AFFR Grades,GPA,,,,,,,,,,,
Contemp Public Policy Issues 200 001 45,3.500,37.8 28.9 31.1 .2.2 ..,,,.,.,.,.,.,,.,...
Public Leadership 278 001 15,3.333,13.3 40.0 46.7 ....,,,.,.,.,.,.,,.,...
Administrative Law 419 001 1,***,,,,,,.,.,.,,.,...
Policy in the Postgenomics Era 523 001 9,3.500,77.8 .....11.1,,,.,.,.,.,.,,11.1,...
Economics of Health Care 548 001 1,***,,,,,,.,.,.,,.,...
799 014 1,***,,,,,,.,.,.,,.,...
799 016 1,***,,,,,,.,.,.,,.,...
799 021 1,***,,,,,,.,.,.,,.,...
799 029 1,***,,,,,,.,.,.,,.,...
Independent Reading Course Total 4,***,,,,,,,,,,,
Pub Affr Prof Devlpmnt Workshp 800 001 47,,.......,,,.,.,97.9,.,.,,.,...
Intro-Energy Analysis & Policy 809 001 12,3.636,41.7 33.3 16.7 ....,,,8.3,.,.,.,.,,.,...
Intro Stat Meths-Pub Pol Anal 818 001 43,3.549,46.5 18.6 23.3 7.0 ...,,,2.3,.,.,.,.,,2.3,...
Administrative Internship 827 001 2,***,,,,,,.,.,.,,.,...
Public Program Evaluation 871 001 24,3.957,87.5 8.3 .....,,,4.2,.,.,.,.,,.,...
Policy-Making Process 874 001 39,3.795,64.1 30.8 5.1 ....,,,.,.,.,.,.,,.,...
Microecon Policy Analysis 880 001 53,3.760,58.5 32.1 7.5 ....,,,.,.,.,.,.,,1.9,...
881 001 21,3.667,47.6 42.9 4.8 4.8 ...,,,.,.,.,.,.,,.,...
881 002 23,3.913,82.6 17.4 .....,,,.,.,.,.,.,,.,...
Benefit-Cost Analysis Course Total 44,3.795,65.9 29.5 2.3 2.3 .  .,.,,.,.,.,.,,.,,.  .  .  .
Topics in Public Affairs 974 007 16,3.969,93.8 6.3 .....,,,.,.,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,Page 311 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,
TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,(Non-Cross Listed),,,,,,,,,,,,
L&S,,,,,,,,,,,,,,
LAFOLLETTE SCHOOL PUB AFFASection #,Ave,A AB B BC C D,F,,S,U,,CR,N,,P,,I,NW NR Other
826 PUB AFFR Grades,GPA,,,,,,,,,,,,,
826 PUB AFFR Dept. Total 355,3.696,49.3 22.0 11.3 1.1 0.3 .,0.3,,1.4,,.,13.0,,.,,.,0.8,.  0.3 .
Summary by Level #,Ave,A AB B BC C D,F,,S,U,,CR,N,,P,,I,NW NR Other
826 PUB AFFR Grades,GPA,,,,,,,,,,,,,
Freshmen 16,3.219,6.3 43.8 43.8 .  6.3 .,.,,.,,.,.,,.,,.,,.  .  .  .
Sophomore 7,3.591,42.9 28.6 28.6 .  .  .,.,,.,,.,.,,.,,.,,.  .  .  .
Junior 21,3.381,42.9 19.0 33.3 .  .  .,4.8,,.,,.,.,,.,,.,,.  .  .  .
Senior 43,3.629,39.5 25.6 14.0 2.3 .  .,.,,.,,.,18.6,,.,,.,,.  .  .  .
Undergraduates 87,3.477,34.5 27.6 25.3 1.1 1.1 .,1.1,,.,,.,9.2,,.,,.,,.  .  .  .
Special 4,***,,,,,,,.,,.,,.,,.  .  .  .
Graduate 242,3.773,54.5 19.8 7.0 1.2 .  .,.,,1.2,,.,14.0,,.,,.,1.2,.  0.4 .
Prof Yr 2 13,3.773,53.8 23.1 7.7 .  .  .,.,,.,,.,15.4,,.,,.,,.  .  .  .
Prof Yr 3 1,***,,,,,,,.,,.,,.,,.  .  .  .
Prof Yr 4 8,3.941,62.5 12.5 .  .  .  .,.,,.,,.,25.0,,.,,.,,.  .  .  .
Professionals 22,3.830,54.5 18.2 4.5 .  .  .,.,,4.5,,.,18.2,,.,,.,,.  .  .  .
Dept. Total 355,3.696,49.3 22.0 11.3 1.1 0.3 .,0.3,,1.4,,.,13.0,,.,,.,0.8,.  0.3 .
"January 27, 2020",,,,,,,,,,,,,,Page 312 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,
L&S,,,,,,,,,,,,,,
RELIGIOUS STUDIES Section,"#",Ave,A AB B BC C D,F,,S,,U,CR,N,P,,I,NW NR Other
856 RELIG ST Grades,,GPA,,,,,,,,,,,,
